date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2022-03-31,Z305DEMX,ST4000DM000,4000787030016,0,107,14386032,,,92,0,100,16,100,0,84,312626083,,,37,55292,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,81,19,100,0,100,1,83,34459,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,54885,100,65229206776,100,334560626041,,,,,,,,,,,,,,,,,,,,
2022-03-31,8HH3GHTH,HGST HUH721212ALE604,12000138625024,0,100,0,133,93,100,0,100,5,100,0,100,0,128,18,98,14079,100,0,,,100,5,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,497,100,497,253,23,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,7QT00K42,Seagate BarraCuda 120 SSD ZA250CM10003,250059350016,0,100,0,,,,,,,,,,,,,100,13432,,,,,100,48,,,,,100,505,100,505,,,,,,,,,,,,,,,,,,,,,,,100,0,,,100,109,,,,,100,3534814577563,100,45,,,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,100,45,,,91,36,,,,,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,100,42,100,0,100,128363,,,100,269197638976,,,100,41738,100,30560,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZL2D8CW3,ST14000NM001G,14000519643136,0,83,201291952,,,98,0,100,2,100,0,86,442781855,,,92,7528,100,0,,,100,2,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,66,34,,,100,0,100,806,34,34,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7309,100,62345068712,100,85808206256,,,,,,,,,,,,,,,,,,,,
2022-03-31,X1G953ML,WDC WUH721414ALE6L4,14000519643136,0,100,0,138,92,93,308,100,4,100,0,100,0,133,18,99,12460,100,0,,,100,4,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,345,100,345,62,33,,,100,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,2AGN03VY,HGST HUH721212ALN604,12000138625024,0,100,0,132,96,100,0,100,2,100,0,100,0,128,18,97,23141,100,0,,,100,2,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,987,100,987,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,8CKSRPKL,HGST HUH721212ALE600,12000138625024,0,100,0,132,96,184,366,100,18,100,0,100,0,128,18,98,16584,100,0,,,100,18,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,811,100,811,181,33,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,100,141518388381,100,275084826916,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZHZ62XAL,ST12000NM0008,12000138625024,0,82,147562696,,,98,0,100,2,100,0,87,454748558,,,80,17733,100,0,,,100,2,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,0,100,977,26,26,1,147562696,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17597,100,79622462480,100,241082262554,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZHZ62XAC,ST12000NM0008,12000138625024,0,78,67570968,,,97,0,100,3,100,0,87,482371855,,,80,17729,100,0,,,100,3,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,71,29,,,100,1,100,966,29,29,1,67570968,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17590,100,80650376256,100,222396329282,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW18P9B,ST14000NM001G,14000519643136,0,82,153827480,,,93,0,100,6,100,0,85,346915202,,,86,12799,100,0,,,100,6,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,60,40,,,100,0,99,2043,40,40,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12008,100,75268049736,100,289146853542,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZHZ62XAF,ST12000NM0008,12000138625024,0,78,68933344,,,95,0,100,4,100,0,87,465474588,,,80,17736,100,0,,,100,4,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,1,100,1077,30,30,1,68933344,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17556,100,79974803248,100,237721561730,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8S,ST12000NM001G,12000138625024,0,83,207569856,,,96,0,100,4,100,0,88,650957776,,,86,12403,100,0,,,100,3,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,80,20,,,100,1,100,706,20,20,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12282,100,52435980816,100,147969461636,,,,,,,,,,,,,,,,,,,,
2022-03-31,8CGDP8AH,HGST HUH721212ALE600,12000138625024,0,100,0,132,96,175,386,100,20,100,0,100,0,128,18,97,27383,100,0,,,100,20,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1085,100,1085,153,39,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,100,85748878122,100,477224060722,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8P,ST12000NM001G,12000138625024,0,84,228485272,,,96,0,100,4,100,0,90,985573297,,,86,12448,100,0,,,100,4,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,80,20,,,100,2,100,719,20,20,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12315,100,30526437472,100,146221779174,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8V,ST12000NM001G,12000138625024,0,84,240250432,,,92,0,100,7,100,0,86,376167734,,,82,16430,100,0,,,100,7,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,61,39,,,100,0,100,1080,39,39,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,16193,100,75811617992,100,270132581322,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8T,ST12000NM001G,12000138625024,0,80,98126896,,,93,0,100,6,100,0,86,437756841,,,82,16441,100,0,,,100,6,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,59,41,,,100,1,100,1073,41,41,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,16204,100,75142575128,100,314116435558,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8Z,ST12000NM001G,12000138625024,0,76,44467728,,,93,0,100,6,100,0,87,467093626,,,86,12645,100,0,,,100,6,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,80,20,,,100,3,100,798,20,20,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12497,100,34565226952,100,186185188525,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8Y,ST12000NM001G,12000138625024,0,80,111055784,,,97,0,100,3,100,0,89,736861898,,,83,15639,100,0,,,100,2,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,70,30,,,100,0,100,831,30,30,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,15505,100,74568623432,100,345220716033,,,,,,,,,,,,,,,,,,,,
2022-03-31,ZLW0GQ8X,ST12000NM001G,12000138625024,0,75,32936096,,,98,0,100,2,100,0,83,178586705,,,82,16382,100,0,,,100,2,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,63,37,,,100,1,100,843,37,37,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,16252,100,76947037864,100,184561022928,,,,,,,,,,,,,,,,,,,,
2022-03-31,AAG6EYAH,HGST HUH721212ALN604,12000138625024,0,100,0,100,0,100,0,100,2,100,0,100,0,100,0,96,28727,100,0,,,100,2,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1082,100,1082,206,29,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
